timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1598396672105,7,Home Page,200,OK,Thread Group 1-1,text,true,,5248,116,3,3,http://localhost:8080/,7,0,0
1598396672106,7,Home Page,200,OK,Thread Group 1-2,text,true,,5248,116,5,5,http://localhost:8080/,7,0,0
1598396672123,14,Home Page,200,OK,Thread Group 1-8,text,true,,5248,116,13,13,http://localhost:8080/,14,0,0
1598396672122,15,Home Page,200,OK,Thread Group 1-5,text,true,,5248,116,13,13,http://localhost:8080/,15,0,1
1598396672122,17,Home Page,200,OK,Thread Group 1-9,text,true,,5248,116,13,13,http://localhost:8080/,17,0,0
1598396672133,16,Home Page,200,OK,Thread Group 1-15,text,true,,5248,116,13,13,http://localhost:8080/,16,0,0
1598396672115,37,Home Page,200,OK,Thread Group 1-4,text,true,,5248,116,13,13,http://localhost:8080/,37,0,0
1598396672132,22,Home Page,200,OK,Thread Group 1-14,text,true,,5248,116,13,13,http://localhost:8080/,22,0,0
1598396672122,32,Home Page,200,OK,Thread Group 1-3,text,true,,5248,116,13,13,http://localhost:8080/,32,0,1
1598396672122,42,Home Page,200,OK,Thread Group 1-6,text,true,,5248,116,14,14,http://localhost:8080/,42,0,1
1598396672130,44,Home Page,200,OK,Thread Group 1-7,text,true,,5248,116,18,18,http://localhost:8080/,44,0,0
1598396672134,50,Home Page,200,OK,Thread Group 1-11,text,true,,5248,116,20,20,http://localhost:8080/,50,0,0
1598396672167,24,Home Page,200,OK,Thread Group 1-20,text,true,,5248,116,23,23,http://localhost:8080/,24,0,0
1598396672156,39,Home Page,200,OK,Thread Group 1-17,text,true,,5248,116,26,26,http://localhost:8080/,39,0,1
1598396672178,30,Home Page,200,OK,Thread Group 1-22,text,true,,5248,116,29,29,http://localhost:8080/,30,0,0
1598396672132,76,Home Page,200,OK,Thread Group 1-10,text,true,,5248,116,29,29,http://localhost:8080/,76,0,0
1598396672138,71,Home Page,200,OK,Thread Group 1-13,text,true,,5248,116,28,28,http://localhost:8080/,71,0,0
1598396672157,55,Home Page,200,OK,Thread Group 1-12,text,true,,5248,116,28,28,http://localhost:8080/,55,0,0
1598396672180,53,Home Page,200,OK,Thread Group 1-24,text,true,,5248,116,30,30,http://localhost:8080/,53,0,1
1598396672178,55,Home Page,200,OK,Thread Group 1-23,text,true,,5248,116,30,30,http://localhost:8080/,55,0,0
1598396672168,66,Home Page,200,OK,Thread Group 1-18,text,true,,5248,116,30,30,http://localhost:8080/,66,0,0
1598396672189,45,Home Page,200,OK,Thread Group 1-27,text,true,,5248,116,30,30,http://localhost:8080/,45,0,0
1598396672187,47,Home Page,200,OK,Thread Group 1-25,text,true,,5248,116,30,30,http://localhost:8080/,47,0,0
1598396672190,45,Home Page,200,OK,Thread Group 1-28,text,true,,5248,116,31,31,http://localhost:8080/,45,0,0
1598396672194,43,Home Page,200,OK,Thread Group 1-31,text,true,,5248,116,31,31,http://localhost:8080/,43,0,0
1598396672166,72,Home Page,200,OK,Thread Group 1-19,text,true,,5248,116,31,31,http://localhost:8080/,72,0,0
1598396672197,62,Home Page,200,OK,Thread Group 1-35,text,true,,5248,116,37,37,http://localhost:8080/,62,0,1
