timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1598396741812,7,Home Page,200,OK,Thread Group 1-1,text,true,,5248,116,4,4,http://localhost:8080/,7,0,0
1598396741834,12,Home Page,200,OK,Thread Group 1-9,text,true,,5248,116,9,9,http://localhost:8080/,12,0,0
1598396741831,33,Home Page,200,OK,Thread Group 1-6,text,true,,5248,116,12,12,http://localhost:8080/,33,0,0
1598396741813,10,Home Page,200,OK,Thread Group 1-2,text,true,,5248,116,4,4,http://localhost:8080/,10,0,0
1598396741817,16,Home Page,200,OK,Thread Group 1-3,text,true,,5248,116,7,7,http://localhost:8080/,16,0,1
1598396741856,9,Home Page,200,OK,Thread Group 1-13,text,true,,5248,116,14,14,http://localhost:8080/,9,0,1
1598396741835,11,Home Page,200,OK,Thread Group 1-8,text,true,,5248,116,9,9,http://localhost:8080/,11,0,4
1598396741820,24,Home Page,200,OK,Thread Group 1-4,text,true,,5248,116,9,9,http://localhost:8080/,24,0,0
1598396741833,18,Home Page,200,OK,Thread Group 1-7,text,true,,5248,116,9,9,http://localhost:8080/,18,0,0
1598396741839,14,Home Page,200,OK,Thread Group 1-10,text,true,,5248,116,11,11,http://localhost:8080/,14,0,0
1598396741830,22,Home Page,200,OK,Thread Group 1-5,text,true,,5248,116,11,11,http://localhost:8080/,22,0,2
1598396741852,31,Home Page,200,OK,Thread Group 1-12,text,true,,5248,116,15,15,http://localhost:8080/,31,0,0
1598396741873,25,Home Page,200,OK,Thread Group 1-14,text,true,,5248,116,17,17,http://localhost:8080/,25,0,0
1598396741865,34,Home Page,200,OK,Thread Group 1-16,text,true,,5248,116,17,17,http://localhost:8080/,34,0,0
1598396741884,28,Home Page,200,OK,Thread Group 1-22,text,true,,5248,116,27,27,http://localhost:8080/,28,0,0
1598396741878,34,Home Page,200,OK,Thread Group 1-19,text,true,,5248,116,27,27,http://localhost:8080/,34,0,0
1598396741902,17,Home Page,200,OK,Thread Group 1-26,text,true,,5248,116,32,32,http://localhost:8080/,17,0,0
1598396741881,46,Home Page,200,OK,Thread Group 1-21,text,true,,5248,116,34,34,http://localhost:8080/,46,0,1
1598396741866,66,Home Page,200,OK,Thread Group 1-17,text,true,,5248,116,34,34,http://localhost:8080/,66,0,0
1598396741908,24,Home Page,200,OK,Thread Group 1-30,text,true,,5248,116,34,34,http://localhost:8080/,24,0,0
1598396741865,73,Home Page,200,OK,Thread Group 1-15,text,true,,5248,116,33,33,http://localhost:8080/,73,0,0
1598396741888,51,Home Page,200,OK,Thread Group 1-25,text,true,,5248,116,33,33,http://localhost:8080/,51,0,0
